EnergyImpactID,Version,VersionSource,LastMod,PA,BldgType,BldgVint,BldgLoc,BldgHVAC,NormUnit,NumUnit,MeasArea,ScaleBasis,APreWBkWh,APreWBkW,APreWBtherm,APreWBkWh,APreWBkW,APreWBtherm,APreEUkWh,APreEUkW,APreEUtherm,AStdEUkWh,AStdEUkW,AStdEUtherm,ElecImpactProfileID,GasImpactProfileID,Flag,SourceDesc,APreUseWBkWh,APreUseWBtherm,AStdUseWBkWh,AStdUseWBtherm,AMsrUseWBkWh,AMsrUseWBtherm,APreUseEUkWh,APreUseEUtherm,AStdUseEUkWh,AStdUseEUtherm,AMsrUseEUkWh,AMsrUseEUtherm
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,RtS,Ex,CZ04,cPVVG,Each,1,16000,None,2700,0,-0.00444,2700,0,-0.00444,,,,,,,,,20,,108290,1206.7,,,105590,1206.8,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,RtS,Ex,CZ05,cPVVG,Each,1,16000,None,4100,0.943,-0.00785,4100,0.943,-0.00785,,,,,,,,,20,,93833,1017.4,,,89732,1017.4,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,RtS,Ex,CZ06,cPVVG,Each,1,16000,None,4730,0.212,-0.00205,4730,0.212,-0.00205,,,,,,,,,20,,103410,662.95,,,98677,662.95,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,RtS,Ex,CZ07,cPVVG,Each,1,16000,None,4040,0,-0.00546,4040,0,-0.00546,,,,,,,,,20,,103270,645.01,,,99234,645.01,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,RtS,Ex,CZ08,cPVVG,Each,1,16000,None,3390,0,0.000341,3390,0,0.000341,,,,,,,,,20,,113450,674.63,,,110060,674.63,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,RtS,Ex,CZ09,cPVVG,Each,1,16000,None,3620,0,-0.000341,3620,0,-0.000341,,,,,,,,,20,,114920,735.54,,,111300,735.54,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,RtS,Ex,CZ10,cPVVG,Each,1,16000,None,3050,0,-0.00102,3050,0,-0.00102,,,,,,,,,20,,117970,781.2,,,114920,781.21,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,RtS,Ex,CZ11,cPVVG,Each,1,16000,None,2230,0,-0.00307,2230,0,-0.00307,,,,,,,,,20,,118220,1269.3,,,115990,1269.3,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,RtS,Ex,CZ12,cPVVG,Each,1,16000,None,2680,0,-0.00307,2680,0,-0.00307,,,,,,,,,20,,107790,1283.7,,,105120,1283.7,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,RtS,Ex,CZ13,cPVVG,Each,1,16000,None,2460,0,-0.00205,2460,0,-0.00205,,,,,,,,,20,,120430,1138.8,,,117970,1138.8,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,RtS,Ex,CZ14,cPVVG,Each,1,16000,None,2590,0,-0.00376,2590,0,-0.00376,,,,,,,,,20,,117770,1020.6,,,115180,1020.6,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,RtS,Ex,CZ15,cPVVG,Each,1,16000,None,2160,0,-0.00375,2160,0,-0.00375,,,,,,,,,20,,146020,534.15,,,143860,534.16,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,RtS,Ex,CZ16,cPVVG,Each,1,16000,None,3100,0.155,-0.00307,3100,0.155,-0.00307,,,,,,,,,20,,98901,1752.3,,,95802,1752.3,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ01,cDXGF,Each,1,500000,None,18100,6.72,-0.00444,18100,6.72,-0.00444,,,,,,,,,20,,2886300,56285,,,2868200,56285,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ02,cDXGF,Each,1,500000,None,53200,16.9,-0.00716,53200,16.9,-0.00716,,,,,,,,,20,,3226500,36334,,,3173400,36334,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ03,cDXGF,Each,1,500000,None,74900,24.5,-0.00478,74900,24.5,-0.00478,,,,,,,,,20,,2850300,28292,,,2775400,28292,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ04,cDXGF,Each,1,500000,None,58000,0.076,-0.0287,58000,0.076,-0.0287,,,,,,,,,20,,3524900,29638,,,3466900,29638,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ05,cDXGF,Each,1,500000,None,69800,20.3,-0.016,69800,20.3,-0.016,,,,,,,,,20,,2951400,22904,,,2881500,22904,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ06,cDXGF,Each,1,500000,None,79800,8.08,-0.0164,79800,8.08,-0.0164,,,,,,,,,20,,2816000,10077,,,2736300,10077,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ07,cDXGF,Each,1,500000,None,66800,0,-0.00546,66800,0,-0.00546,,,,,,,,,20,,2892500,8954.7,,,2825700,8954.7,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ08,cDXGF,Each,1,500000,None,66600,0.017,-0.013,66600,0.017,-0.013,,,,,,,,,20,,3241900,10986,,,3175400,10986,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ09,cDXGF,Each,1,500000,None,63900,-0.018,-0.00887,63900,-0.018,-0.00887,,,,,,,,,20,,3304800,13790,,,3240900,13790,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ10,cDXGF,Each,1,500000,None,54300,0.016,-0.00547,54300,0.016,-0.00547,,,,,,,,,20,,3341000,13715,,,3286700,13715,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ11,cDXGF,Each,1,500000,None,43600,-0.457,-0.0201,43600,-0.457,-0.0201,,,,,,,,,20,,3585800,35613,,,3542200,35613,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ12,cDXGF,Each,1,500000,None,66000,0.119,-0.00375,66000,0.119,-0.00375,,,,,,,,,20,,3436600,35129,,,3370700,35129,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ13,cDXGF,Each,1,500000,None,56500,0.152,0.00375,56500,0.152,0.00375,,,,,,,,,20,,3661300,31248,,,3604800,31248,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ14,cDXGF,Each,1,500000,None,54700,0.033,-0.058,54700,0.033,-0.058,,,,,,,,,20,,3801300,28439,,,3746600,28439,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ15,cDXGF,Each,1,500000,None,52600,0,-0.00102,52600,0,-0.00102,,,,,,,,,20,,4501700,6159.6,,,4449100,6159.6,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ16,cDXGF,Each,1,500000,None,94000,5.79,-0.00751,94000,5.79,-0.00751,,,,,,,,,20,,3450500,54627,,,3356500,54627,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ01,cDXHP,Each,1,500000,None,18200,6.75,0,18200,6.75,0,,,,,,,,,20,,3279900,3182.2,,,3261800,3182.2,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ02,cDXHP,Each,1,500000,None,53500,17,0,53500,17,0,,,,,,,,,20,,3492500,2982,,,3439000,2982,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ03,cDXHP,Each,1,500000,None,75400,24.7,0,75400,24.7,0,,,,,,,,,20,,3030400,2949,,,2955000,2949,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ04,cDXHP,Each,1,500000,None,58400,0.129,0,58400,0.129,0,,,,,,,,,20,,3753500,2865.1,,,3695100,2865.1,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ05,cDXHP,Each,1,500000,None,70300,20.4,0,70300,20.4,0,,,,,,,,,20,,3097600,2962.7,,,3027300,2962.7,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ06,cDXHP,Each,1,500000,None,80100,8.16,0,80100,8.16,0,,,,,,,,,20,,2859900,2728.8,,,2779800,2728.8,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ07,cDXHP,Each,1,500000,None,67200,0,0,67200,0,0,,,,,,,,,20,,2931700,2700.5,,,2864400,2700.5,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ08,cDXHP,Each,1,500000,None,67600,0.017,0,67600,0.017,0,,,,,,,,,20,,3295600,2644.6,,,3228000,2644.6,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ09,cDXHP,Each,1,500000,None,64500,-0.017,0,64500,-0.017,0,,,,,,,,,20,,3388400,2663.7,,,3324000,2663.7,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ10,cDXHP,Each,1,500000,None,55200,0.014,0,55200,0.014,0,,,,,,,,,20,,3428400,2629.7,,,3373200,2629.7,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ11,cDXHP,Each,1,500000,None,43700,0.253,0,43700,0.253,0,,,,,,,,,20,,3855300,2696.5,,,3811600,2696.5,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ12,cDXHP,Each,1,500000,None,66500,0.188,0,66500,0.188,0,,,,,,,,,20,,3690700,2822.5,,,3624300,2822.5,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ13,cDXHP,Each,1,500000,None,56900,0.194,0,56900,0.194,0,,,,,,,,,20,,3895800,2641.9,,,3838900,2641.9,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ14,cDXHP,Each,1,500000,None,54900,0.012,0,54900,0.012,0,,,,,,,,,20,,4031500,2717.4,,,3976600,2717.4,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ15,cDXHP,Each,1,500000,None,52800,0,0,52800,0,0,,,,,,,,,20,,4545400,2227.9,,,4492500,2227.9,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ16,cDXHP,Each,1,500000,None,94400,5.84,0,94400,5.84,0,,,,,,,,,20,,3969300,3114.9,,,3874900,3114.9,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ01,cDXOH,Each,1,500000,None,16500,4.15,0,16500,4.15,0,,,,,,,,,20,,2986300,3182.2,,,2969800,3182.2,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ02,cDXOH,Each,1,500000,None,49100,16.9,0,49100,16.9,0,,,,,,,,,20,,3267900,2982,,,3218900,2982,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ03,cDXOH,Each,1,500000,None,73200,24.5,0,73200,24.5,0,,,,,,,,,20,,2866100,2949,,,2792900,2949,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ04,cDXOH,Each,1,500000,None,52700,0.076,0,52700,0.076,0,,,,,,,,,20,,3548900,2865.1,,,3496200,2865.1,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ05,cDXOH,Each,1,500000,None,65500,20.1,0,65500,20.1,0,,,,,,,,,20,,2949200,2962.7,,,2883600,2962.7,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ06,cDXOH,Each,1,500000,None,78400,8.08,0,78400,8.08,0,,,,,,,,,20,,2813900,2728.8,,,2735500,2728.8,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ07,cDXOH,Each,1,500000,None,65800,0,0,65800,0,0,,,,,,,,,20,,2889400,2700.5,,,2823600,2700.5,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ08,cDXOH,Each,1,500000,None,64700,0.017,0,64700,0.017,0,,,,,,,,,20,,3236100,2644.6,,,3171500,2644.6,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ09,cDXOH,Each,1,500000,None,61900,-0.018,0,61900,-0.018,0,,,,,,,,,20,,3301300,2663.7,,,3239300,2663.7,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ10,cDXOH,Each,1,500000,None,52100,0.016,0,52100,0.016,0,,,,,,,,,20,,3336300,2629.7,,,3284200,2629.7,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ11,cDXOH,Each,1,500000,None,40600,-0.457,0,40600,-0.457,0,,,,,,,,,20,,3637700,2696.5,,,3597100,2696.5,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ12,cDXOH,Each,1,500000,None,63100,0.119,0,63100,0.119,0,,,,,,,,,20,,3500400,2822.5,,,3437300,2822.5,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ13,cDXOH,Each,1,500000,None,54300,0.152,0,54300,0.152,0,,,,,,,,,20,,3722100,2641.9,,,3667800,2641.9,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ14,cDXOH,Each,1,500000,None,50300,0.033,0,50300,0.033,0,,,,,,,,,20,,3839500,2717.4,,,3789300,2717.4,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ15,cDXOH,Each,1,500000,None,51000,0,0,51000,0,0,,,,,,,,,20,,4501800,2227.9,,,4450800,2227.9,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ16,cDXOH,Each,1,500000,None,89600,5.79,0,89600,5.79,0,,,,,,,,,20,,3587700,3114.9,,,3498000,3114.9,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ01,cPVVG,Each,1,500000,None,0,0,0,0,0,0,,,,,,,,,20,,1585900,96703,,,1585900,96703,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ02,cPVVG,Each,1,500000,None,2390,2.42,0.0119,2390,2.42,0.0119,,,,,,,,,20,,1749900,59837,,,1747600,59837,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ03,cPVVG,Each,1,500000,None,916,0.454,0.00102,916,0.454,0.00102,,,,,,,,,20,,1575200,48689,,,1574200,48689,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ04,cPVVG,Each,1,500000,None,5150,0.007,0.0137,5150,0.007,0.0137,,,,,,,,,20,,2018800,49004,,,2013700,49004,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ05,cPVVG,Each,1,500000,None,1960,0.52,-0.00751,1960,0.52,-0.00751,,,,,,,,,20,,1582100,44360,,,1580200,44360,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ06,cPVVG,Each,1,500000,None,29800,5.24,-0.0304,29800,5.24,-0.0304,,,,,,,,,20,,1991800,16797,,,1962000,16797,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ07,cPVVG,Each,1,500000,None,21800,0,-0.0126,21800,0,-0.0126,,,,,,,,,20,,2034100,15476,,,2012200,15476,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ08,cPVVG,Each,1,500000,None,21500,0.003,-0.0321,21500,0.003,-0.0321,,,,,,,,,20,,2272100,17953,,,2250600,17953,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ09,cPVVG,Each,1,500000,None,19700,-0.008,-0.0331,19700,-0.008,-0.0331,,,,,,,,,20,,2309200,21486,,,2289500,21486,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ10,cPVVG,Each,1,500000,None,17300,0.007,-0.0266,17300,0.007,-0.0266,,,,,,,,,20,,2389800,21508,,,2372500,21508,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ11,cPVVG,Each,1,500000,None,14900,-0.189,-0.0307,14900,-0.189,-0.0307,,,,,,,,,20,,2578800,49681,,,2563800,49681,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ12,cPVVG,Each,1,500000,None,12500,0.091,0.0297,12500,0.091,0.0297,,,,,,,,,20,,2134700,52329,,,2122200,52329,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ13,cPVVG,Each,1,500000,None,23700,0.178,0.0236,23700,0.178,0.0236,,,,,,,,,20,,2747100,42861,,,2723400,42861,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ14,cPVVG,Each,1,500000,None,13000,0.032,0.00238,13000,0.032,0.00238,,,,,,,,,20,,2512700,43363,,,2499700,43363,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ15,cPVVG,Each,1,500000,None,21600,0,0.0157,21600,0,0.0157,,,,,,,,,20,,3547400,11012,,,3525800,11012,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP55F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,SCn,Ex,CZ16,cPVVG,Each,1,500000,None,24800,2.95,-0.0106,24800,2.95,-0.0106,,,,,,,,,20,,2004100,81679,,,1979400,81679,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ01,cDXGF,Each,1,68000,None,737,0.732,0.00034,737,0.732,0.00034,,,,,,,,,20,,513560,10498,,,512820,10498,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ02,cDXGF,Each,1,68000,None,2700,0.33,-0.000683,2700,0.33,-0.000683,,,,,,,,,20,,613560,8622.9,,,610860,8622.9,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ03,cDXGF,Each,1,68000,None,3710,0.898,0.000682,3710,0.898,0.000682,,,,,,,,,20,,565810,5155,,,562100,5155,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ04,cDXGF,Each,1,68000,None,3020,0,-0.00102,3020,0,-0.00102,,,,,,,,,20,,688400,7795.7,,,685380,7795.7,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ05,cDXGF,Each,1,68000,None,3770,0.83,0.00137,3770,0.83,0.00137,,,,,,,,,20,,578650,5218,,,574880,5218,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ06,cDXGF,Each,1,68000,None,5230,0.303,0,5230,0.303,0,,,,,,,,,20,,631200,1889.9,,,625960,1889.9,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ07,cDXGF,Each,1,68000,None,4960,0,0.000341,4960,0,0.000341,,,,,,,,,20,,634480,1746.6,,,629520,1746.6,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ08,cDXGF,Each,1,68000,None,4400,0,0,4400,0,0,,,,,,,,,20,,696230,2369.5,,,691830,2369.5,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ09,cDXGF,Each,1,68000,None,4080,0,0,4080,0,0,,,,,,,,,20,,707890,3121.5,,,703810,3121.5,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ10,cDXGF,Each,1,68000,None,3530,0,-0.000341,3530,0,-0.000341,,,,,,,,,20,,726470,3232.4,,,722940,3232.4,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ11,cDXGF,Each,1,68000,None,2800,0,-0.000342,2800,0,-0.000342,,,,,,,,,20,,748040,8055.4,,,745240,8055.4,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ12,cDXGF,Each,1,68000,None,3190,0,-0.000341,3190,0,-0.000341,,,,,,,,,20,,676080,7713.2,,,672880,7713.2,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ13,cDXGF,Each,1,68000,None,3030,0,-0.000342,3030,0,-0.000342,,,,,,,,,20,,759430,6943.3,,,756400,6943.3,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ14,cDXGF,Each,1,68000,None,3580,0,-0.00102,3580,0,-0.00102,,,,,,,,,20,,765170,6905.8,,,761590,6905.8,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ15,cDXGF,Each,1,68000,None,2910,0,-0.000683,2910,0,-0.000683,,,,,,,,,20,,932440,1909.3,,,929530,1909.3,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ16,cDXGF,Each,1,68000,None,4800,0.3,-0.00136,4800,0.3,-0.00136,,,,,,,,,20,,643200,12514,,,638400,12514,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ01,cDXHP,Each,1,68000,None,739,0.744,0,739,0.744,0,,,,,,,,,20,,583510,827.22,,,582770,827.22,,,,,,
NE-HVAC-AirEcono-Adjust-ExSP63F,DEER2024,D24_E+_Com_v1,6/15/2026 10:46,Any,Asm,Ex,CZ02,cDXHP,Each,1,68000,None,2720,0.355,0,2720,0.355,0,,,,,,,,,20,,672280,786.17,,,669550,786.17,,,,,,
