Sector,BldgType,BldgVint,BldgHVAC,BldgLoc,Type,Source Year,TechGroup,TechType,TechID,annual_sum
Com,Asm,Ex,cDXOH,CZ11,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDExMtr,619092.1848319126
Com,Asm,Ex,cDXOH,CZ11,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDPMMtr,614536.358399007
Com,Asm,Ex,cDXOH,CZ11,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDStdMtr,617651.7433856805
Com,Asm,Ex,cDXGF,CZ12,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,660698.2789787311
Com,Asm,Ex,cDXGF,CZ12,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDExMtr,517788.7844616412
Com,Asm,Ex,cDXGF,CZ12,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDPMMtr,511868.76131985284
Com,Asm,Ex,cDXGF,CZ12,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDStdMtr,515884.69899015507
Com,Asm,Ex,cDXHP,CZ12,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,692638.0625337885
Com,Asm,Ex,cDXHP,CZ12,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDExMtr,551924.4262794905
Com,Asm,Ex,cDXHP,CZ12,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDPMMtr,546439.9592982815
Com,Asm,Ex,cDXHP,CZ12,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDStdMtr,550126.8483245631
Com,Asm,Ex,cDXOH,CZ12,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,657971.0618198508
Com,Asm,Ex,cDXOH,CZ12,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDExMtr,551154.8281620322
Com,Asm,Ex,cDXOH,CZ12,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDPMMtr,546635.5003482731
Com,Asm,Ex,cDXOH,CZ12,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDStdMtr,549776.0778626944
Com,Asm,Ex,cDXGF,CZ13,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,742953.7996491148
Com,Asm,Ex,cDXGF,CZ13,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDExMtr,596227.8271307129
Com,Asm,Ex,cDXGF,CZ13,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDPMMtr,590082.6391068271
Com,Asm,Ex,cDXGF,CZ13,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDStdMtr,594211.608348873
Com,Asm,Ex,cDXHP,CZ13,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,769972.1571672198
Com,Asm,Ex,cDXHP,CZ13,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDExMtr,630155.2637884642
Com,Asm,Ex,cDXHP,CZ13,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDPMMtr,624925.4559410178
Com,Asm,Ex,cDXHP,CZ13,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDStdMtr,628494.5112782796
Com,Asm,Ex,cDXOH,CZ13,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,738626.9525042648
Com,Asm,Ex,cDXOH,CZ13,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDExMtr,625055.4788021726
Com,Asm,Ex,cDXOH,CZ13,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDPMMtr,619961.9828903299
Com,Asm,Ex,cDXOH,CZ13,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDStdMtr,623400.1068360171
Com,Asm,Ex,cDXGF,CZ14,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,748198.5189914891
Com,Asm,Ex,cDXGF,CZ14,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDExMtr,590863.6011034834
Com,Asm,Ex,cDXGF,CZ14,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDPMMtr,584336.4738304118
Com,Asm,Ex,cDXGF,CZ14,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDStdMtr,588721.1632921465
Com,Asm,Ex,cDXHP,CZ14,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,775067.9855883047
Com,Asm,Ex,cDXHP,CZ14,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDExMtr,625842.7677450783
Com,Asm,Ex,cDXHP,CZ14,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDPMMtr,620016.0313688867
Com,Asm,Ex,cDXHP,CZ14,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDStdMtr,623810.8591242195
Com,Asm,Ex,cDXOH,CZ14,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,743393.6550660663
Com,Asm,Ex,cDXOH,CZ14,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDExMtr,617756.9119962198
Com,Asm,Ex,cDXOH,CZ14,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDPMMtr,612430.499479182
Com,Asm,Ex,cDXOH,CZ14,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDStdMtr,616176.9735357986
Com,Asm,Ex,cDXGF,CZ15,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,915876.2955398748
Com,Asm,Ex,cDXGF,CZ15,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDExMtr,774439.0667002465
Com,Asm,Ex,cDXGF,CZ15,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDPMMtr,768181.7648978805
Com,Asm,Ex,cDXGF,CZ15,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDStdMtr,772344.4256225977
Com,Asm,Ex,cDXHP,CZ15,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,921634.5210900378
Com,Asm,Ex,cDXHP,CZ15,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDExMtr,791024.5529416593
Com,Asm,Ex,cDXHP,CZ15,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDPMMtr,785200.6943281732
Com,Asm,Ex,cDXHP,CZ15,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDStdMtr,788940.8555998803
Com,Asm,Ex,cDXOH,CZ15,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,910197.3019090601
Com,Asm,Ex,cDXOH,CZ15,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDExMtr,780338.0966722156
Com,Asm,Ex,cDXOH,CZ15,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDPMMtr,774435.7291333647
Com,Asm,Ex,cDXOH,CZ15,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDStdMtr,778395.5910536526
Com,Asm,Ex,cDXGF,CZ16,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,626753.7711945665
Com,Asm,Ex,cDXGF,CZ16,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDExMtr,457669.12091065536
Com,Asm,Ex,cDXGF,CZ16,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDPMMtr,450817.10182372946
Com,Asm,Ex,cDXGF,CZ16,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDStdMtr,455432.6360533034
Com,Asm,Ex,cDXHP,CZ16,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,680298.4120782054
Com,Asm,Ex,cDXHP,CZ16,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDExMtr,510065.89341862494
Com,Asm,Ex,cDXHP,CZ16,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDPMMtr,503907.556167203
Com,Asm,Ex,cDXHP,CZ16,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDStdMtr,508037.8887245187
Com,Asm,Ex,cDXOH,CZ16,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,632030.9631987704
Com,Asm,Ex,cDXOH,CZ16,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDExMtr,513647.73411018716
Com,Asm,Ex,cDXOH,CZ16,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDPMMtr,508773.9571206127
Com,Asm,Ex,cDXOH,CZ16,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDStdMtr,512270.4538508648
Com,ECC,Ex,cDXGF,CZ01,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,1844257.397807227
Com,ECC,Ex,cDXGF,CZ01,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDExMtr,1539971.1601767049
Com,ECC,Ex,cDXGF,CZ01,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDPMMtr,1529483.235239914
Com,ECC,Ex,cDXGF,CZ01,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDStdMtr,1537087.526689151
Com,ECC,Ex,cDXHP,CZ01,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,1873080.2637619793
Com,ECC,Ex,cDXHP,CZ01,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDExMtr,1574407.851709382
Com,ECC,Ex,cDXHP,CZ01,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDPMMtr,1564511.7576363022
Com,ECC,Ex,cDXHP,CZ01,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDStdMtr,1571681.6640868848
Com,ECC,Ex,cDXOH,CZ01,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,1844060.6346523857
Com,ECC,Ex,cDXOH,CZ01,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDExMtr,1602896.1302025109
Com,ECC,Ex,cDXOH,CZ01,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDPMMtr,1595693.2219498304
Com,ECC,Ex,cDXOH,CZ01,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDStdMtr,1600951.8693733641
Com,ECC,Ex,cDXGF,CZ02,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,2086138.7687388957
Com,ECC,Ex,cDXGF,CZ02,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDExMtr,1750817.811124424
Com,ECC,Ex,cDXGF,CZ02,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDPMMtr,1737535.72938423
Com,ECC,Ex,cDXGF,CZ02,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDStdMtr,1746668.9352066123
Com,ECC,Ex,cDXHP,CZ02,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,2107550.9744715886
Com,ECC,Ex,cDXHP,CZ02,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDExMtr,1779720.3410760039
Com,ECC,Ex,cDXHP,CZ02,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDPMMtr,1766858.87032814
Com,ECC,Ex,cDXHP,CZ02,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDStdMtr,1775644.8162349216
Com,ECC,Ex,cDXOH,CZ02,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,2083062.6844881915
Com,ECC,Ex,cDXOH,CZ02,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDExMtr,1796259.6942231525
Com,ECC,Ex,cDXOH,CZ02,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDPMMtr,1785198.881157883
Com,ECC,Ex,cDXOH,CZ02,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDStdMtr,1792934.4822653453
Com,ECC,Ex,cDXGF,CZ03,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,1965093.8696529819
Com,ECC,Ex,cDXGF,CZ03,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDExMtr,1651133.000578568
Com,ECC,Ex,cDXGF,CZ03,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDPMMtr,1638287.312763198
Com,ECC,Ex,cDXGF,CZ03,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-VFDStdMtr,1647068.3972575266
Com,ECC,Ex,cDXHP,CZ03,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,1975986.9018463683
Com,ECC,Ex,cDXHP,CZ03,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDExMtr,1665720.5566068164
Com,ECC,Ex,cDXHP,CZ03,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDPMMtr,1653211.9769185784
Com,ECC,Ex,cDXHP,CZ03,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-VFDStdMtr,1661714.6083892721
Com,ECC,Ex,cDXOH,CZ03,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,1964174.36009633
Com,ECC,Ex,cDXOH,CZ03,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDExMtr,1677688.3748683094
Com,ECC,Ex,cDXOH,CZ03,Whole Building,2009,,,NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-VFDPMMtr,1666258.6244200165
