TechID,SizingID,BldgType,BldgVint,BldgLoc,BldgHVAC,tstat,normunit,numunits,measarea,kwh_tot,kwh_ltg,kwh_task,kwh_equip,kwh_htg,kwh_clg,kwh_twr,kwh_aux,kwh_vent,kwh_venthtg,kwh_ventclg,kwh_refg,kwh_hpsup,kwh_shw,kwh_ext,thm_tot,thm_equip,thm_htg,thm_shw,deskw_ltg,deskw_equ,lastmod
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,SCn,Ex,CZ16,cDXOH,0,Each,1.0,499990.41934355197,3469068.47,850055.03,0,449066.39,0.0,196622.17,0,0,1973321.52,0,0,0.0,0,0,0,3114.900341296928,0.0,0.0,3114.900341296928,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,SCn,Ex,CZ15,cDXOH,0,Each,1.0,499990.41934355197,4351967.91,850055.03,0,449066.39,0.0,1360686.49,0,0,1692156.64,0,0,0.0,0,0,0,2227.945733788396,0.0,0.0,2227.945733788396,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,SCn,Ex,CZ14,cDXOH,0,Each,1.0,499990.41934355197,3726836.64,850055.03,0,449066.39,0.0,695998.68,0,0,1731713.18,0,0,0.0,0,0,0,2717.4327645051194,0.0,0.0,2717.4327645051194,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,SCn,Ex,CZ13,cDXOH,0,Each,1.0,499990.41934355197,3600418.09,850055.03,0,449066.39,0.0,725948.78,0,0,1575344.53,0,0,0.0,0,0,0,2641.867918088737,0.0,0.0,2641.867918088737,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,SCn,Ex,CZ12,cDXOH,0,Each,1.0,499990.41934355197,3388534.5,850055.03,0,449066.39,0.0,448584.43,0,0,1640825.29,0,0,0.0,0,0,0,2822.49180887372,0.0,0.0,2822.49180887372,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,SCn,Ex,CZ11,cDXOH,0,Each,1.0,499990.41934355197,3541205.77,850055.03,0,449066.39,0.0,670238.55,0,0,1571842.44,0,0,0.0,0,0,0,2696.5020477815697,0.0,0.0,2696.5020477815697,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,SCn,Ex,CZ10,cDXOH,0,Each,1.0,499990.41934355197,3235700.63,850055.03,0,449066.39,0.0,568762.25,0,0,1367813.6,0,0,0.0,0,0,0,2629.674744027304,0.0,0.0,2629.674744027304,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,SCn,Ex,CZ09,cDXOH,0,Each,1.0,499990.41934355197,3198213.02,850055.03,0,449066.39,0.0,497567.73,0,0,1401520.51,0,0,0.0,0,0,0,2663.734129692833,0.0,0.0,2663.734129692833,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,SCn,Ex,CZ08,cDXOH,0,Each,1.0,499990.41934355197,3133594.64,850055.03,0,449066.39,0.0,482918.55,0,0,1351551.31,0,0,0.0,0,0,0,2644.6245733788396,0.0,0.0,2644.6245733788396,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,SCn,Ex,CZ07,cDXOH,0,Each,1.0,499990.41934355197,2815132.3299999996,850055.03,0,449066.39,0.0,258859.0,0,0,1257148.55,0,0,0.0,0,0,0,2700.547781569966,0.0,0.0,2700.547781569966,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,SCn,Ex,CZ06,cDXOH,0,Each,1.0,499990.41934355197,2716414.5500000003,850055.03,0,449066.39,0.0,207374.17,0,0,1209915.6,0,0,0.0,0,0,0,2728.762457337884,0.0,0.0,2728.762457337884,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,SCn,Ex,CZ05,cDXOH,0,Each,1.0,499990.41934355197,2867714.35,850055.03,0,449066.39,0.0,75511.15,0,0,1493078.42,0,0,0.0,0,0,0,2962.680887372014,0.0,0.0,2962.680887372014,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,SCn,Ex,CZ04,cDXOH,0,Each,1.0,499990.41934355197,3454075.9,850055.03,0,449066.39,0.0,461225.69,0,0,1693725.43,0,0,0.0,0,0,0,2865.1406143344707,0.0,0.0,2865.1406143344707,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,SCn,Ex,CZ03,cDXOH,0,Each,1.0,499990.41934355197,2777387.82,850055.03,0,449066.39,0.0,62044.48,0,0,1416218.56,0,0,0.0,0,0,0,2949.0017064846415,0.0,0.0,2949.0017064846415,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,SCn,Ex,CZ02,cDXOH,0,Each,1.0,499990.41934355197,3195548.31,850055.03,0,449066.39,0.0,238521.0,0,0,1657902.53,0,0,0.0,0,0,0,2981.970989761092,0.0,0.0,2981.970989761092,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,SCn,Ex,CZ01,cDXOH,0,Each,1.0,499990.41934355197,2969672.31,850055.03,0,449066.39,0.0,1412.58,0,0,1669134.95,0,0,0.0,0,0,0,3182.172013651877,0.0,0.0,3182.172013651877,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,SCn,Ex,CZ16,cDXHP,0,Each,1.0,499990.41934355197,3645330.6199999996,850055.03,0,449066.39,314253.4,201532.41,0,0,1830420.03,0,0,0.0,0,0,0,3114.9006825938563,0.0,0.0,3114.9006825938563,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,SCn,Ex,CZ15,cDXHP,0,Each,1.0,499990.41934355197,4411518.79,850055.03,0,449066.39,21097.58,1402443.74,0,0,1688852.69,0,0,0.0,0,0,0,2227.945733788396,0.0,0.0,2227.945733788396,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,SCn,Ex,CZ14,cDXHP,0,Each,1.0,499990.41934355197,3858817.27,850055.03,0,449066.39,148579.11,724399.54,0,0,1686713.84,0,0,0.0,0,0,0,2717.4327645051194,0.0,0.0,2717.4327645051194,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,SCn,Ex,CZ13,cDXHP,0,Each,1.0,499990.41934355197,3720934.64,850055.03,0,449066.39,154389.72,755868.27,0,0,1511551.87,0,0,0.0,0,0,0,2641.867918088737,0.0,0.0,2641.867918088737,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,SCn,Ex,CZ12,cDXHP,0,Each,1.0,499990.41934355197,3517891.84,850055.03,0,449066.39,176099.76,470300.35,0,0,1572366.95,0,0,0.0,0,0,0,2822.4921501706485,0.0,0.0,2822.4921501706485,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,SCn,Ex,CZ11,cDXHP,0,Each,1.0,499990.41934355197,3692436.0900000003,850055.03,0,449066.39,179134.39,700581.17,0,0,1513595.75,0,0,0.0,0,0,0,2696.5020477815697,0.0,0.0,2696.5020477815697,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,SCn,Ex,CZ10,cDXHP,0,Each,1.0,499990.41934355197,3307716.78,850055.03,0,449066.39,58074.93,586510.44,0,0,1364006.63,0,0,0.0,0,0,0,2629.674744027304,0.0,0.0,2629.674744027304,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,SCn,Ex,CZ09,cDXHP,0,Each,1.0,499990.41934355197,3267640.44,850055.03,0,449066.39,58178.2,513841.07,0,0,1396496.39,0,0,0.0,0,0,0,2663.734470989761,0.0,0.0,2663.734470989761,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,SCn,Ex,CZ08,cDXHP,0,Each,1.0,499990.41934355197,3179838.35,850055.03,0,449066.39,43072.78,487623.63,0,0,1350017.16,0,0,0.0,0,0,0,2644.6245733788396,0.0,0.0,2644.6245733788396,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,SCn,Ex,CZ07,cDXHP,0,Each,1.0,499990.41934355197,2843687.65,850055.03,0,449066.39,31814.39,255655.0,0,0,1257093.48,0,0,0.0,0,0,0,2700.547781569966,0.0,0.0,2700.547781569966,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,SCn,Ex,CZ06,cDXHP,0,Each,1.0,499990.41934355197,2747378.4899999998,850055.03,0,449066.39,37197.36,202359.32,0,0,1208697.03,0,0,0.0,0,0,0,2728.762457337884,0.0,0.0,2728.762457337884,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,SCn,Ex,CZ05,cDXHP,0,Each,1.0,499990.41934355197,2973957.38,850055.03,0,449066.39,106495.77,82125.62,0,0,1486211.21,0,0,0.0,0,0,0,2962.681228668942,0.0,0.0,2962.681228668942,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,SCn,Ex,CZ04,cDXHP,0,Each,1.0,499990.41934355197,3595588.7399999998,850055.03,0,449066.39,151009.3,485926.81,0,0,1659527.85,0,0,0.0,0,0,0,2865.1409556313993,0.0,0.0,2865.1409556313993,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,SCn,Ex,CZ03,cDXHP,0,Each,1.0,499990.41934355197,2894475.39,850055.03,0,449066.39,132482.13,64887.06,0,0,1397981.42,0,0,0.0,0,0,0,2949.0020477815697,0.0,0.0,2949.0020477815697,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,SCn,Ex,CZ02,cDXHP,0,Each,1.0,499990.41934355197,3344884.7600000002,850055.03,0,449066.39,184243.23,253358.89,0,0,1608157.86,0,0,0.0,0,0,0,2981.970989761092,0.0,0.0,2981.970989761092,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,SCn,Ex,CZ01,cDXHP,0,Each,1.0,499990.41934355197,3154486.63,850055.03,0,449066.39,286516.51,1719.46,0,0,1567125.88,0,0,0.0,0,0,0,3182.172354948805,0.0,0.0,3182.172354948805,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,None,SCn,Ex,CZ16,cDXGF,0,Each,1.0,499990.41934355197,3327128.5799999996,850055.03,0,449066.39,0.0,197583.77,0,0,1830420.03,0,0,0.0,0,0,0,54627.35972696246,0.0,51512.4590443686,3114.9006825938563,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,None,SCn,Ex,CZ15,cDXGF,0,Each,1.0,499990.41934355197,4397927.160000001,850055.03,0,449066.39,0.0,1409949.69,0,0,1688852.69,0,0,0.0,0,0,0,6159.589761092149,0.0,3931.6440273037542,2227.945733788396,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,None,SCn,Ex,CZ14,cDXGF,0,Each,1.0,499990.41934355197,3706286.1999999997,850055.03,0,449066.39,0.0,720447.58,0,0,1686713.84,0,0,0.0,0,0,0,28438.85767918089,0.0,25721.42491467577,2717.4327645051194,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,None,SCn,Ex,CZ13,cDXGF,0,Each,1.0,499990.41934355197,3563962.6700000004,850055.03,0,449066.39,0.0,753286.02,0,0,1511551.87,0,0,0.0,0,0,0,31248.04709897611,0.0,28606.178839590444,2641.8682593856656,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,None,SCn,Ex,CZ12,cDXGF,0,Each,1.0,499990.41934355197,3332263.57,850055.03,0,449066.39,0.0,460771.84,0,0,1572366.95,0,0,0.0,0,0,0,35128.8252559727,0.0,32306.33310580205,2822.4921501706485,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,None,SCn,Ex,CZ11,cDXGF,0,Each,1.0,499990.41934355197,3509527.98,850055.03,0,449066.39,0.0,696807.45,0,0,1513595.75,0,0,0.0,0,0,0,35612.61228668942,0.0,32916.11023890785,2696.5020477815697,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,None,SCn,Ex,CZ10,cDXGF,0,Each,1.0,499990.41934355197,3254345.21,850055.03,0,449066.39,0.0,591213.8,0,0,1364006.63,0,0,0.0,0,0,0,13714.569965870307,0.0,11084.895221843002,2629.674744027304,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,None,SCn,Ex,CZ09,cDXGF,0,Each,1.0,499990.41934355197,3209812.2899999996,850055.03,0,449066.39,0.0,514191.12,0,0,1396496.39,0,0,0.0,0,0,0,13789.520136518771,0.0,11125.78566552901,2663.734470989761,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,None,SCn,Ex,CZ08,cDXGF,0,Each,1.0,499990.41934355197,3147755.4499999997,850055.03,0,449066.39,0.0,498613.51,0,0,1350017.16,0,0,0.0,0,0,0,10985.792150170648,0.0,8341.167576791808,2644.6245733788396,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,None,SCn,Ex,CZ07,cDXGF,0,Each,1.0,499990.41934355197,2818170.02,850055.03,0,449066.39,0.0,261951.76,0,0,1257093.48,0,0,0.0,0,0,0,8954.72013651877,0.0,6254.172354948805,2700.547781569966,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,None,SCn,Ex,CZ06,cDXGF,0,Each,1.0,499990.41934355197,2717898.0100000002,850055.03,0,449066.39,0.0,210076.2,0,0,1208697.03,0,0,0.0,0,0,0,10076.810580204778,0.0,7348.048122866894,2728.762457337884,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,None,SCn,Ex,CZ05,cDXGF,0,Each,1.0,499990.41934355197,2865009.65,850055.03,0,449066.39,0.0,79673.66,0,0,1486211.21,0,0,0.0,0,0,0,22903.57576791809,0.0,19940.894539249144,2962.681228668942,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,None,SCn,Ex,CZ04,cDXGF,0,Each,1.0,499990.41934355197,3436075.9899999998,850055.03,0,449066.39,0.0,477423.36,0,0,1659527.85,0,0,0.0,0,0,0,29637.80409556314,0.0,26772.66313993174,2865.1409556313993,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,None,SCn,Ex,CZ03,cDXGF,0,Each,1.0,499990.41934355197,2759861.57,850055.03,0,449066.39,0.0,62755.37,0,0,1397981.42,0,0,0.0,0,0,0,28292.408873720135,0.0,25343.406825938564,2949.0020477815697,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,None,SCn,Ex,CZ02,cDXGF,0,Each,1.0,499990.41934355197,3150396.11,850055.03,0,449066.39,0.0,243113.47,0,0,1608157.86,0,0,0.0,0,0,0,36334.38941979522,0.0,33352.41843003413,2981.970989761092,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXGF-2SpClgHtg-Cnst,None,SCn,Ex,CZ01,cDXGF,0,Each,1.0,499990.41934355197,2867971.36,850055.03,0,449066.39,0.0,1720.7,0,0,1567125.88,0,0,0.0,0,0,0,56285.3290102389,0.0,53103.1566552901,3182.172354948805,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,RtS,Ex,CZ16,cDXOH,0,Each,1.0,16002.597952576001,121460.46,44599.63,0,24440.79,0.0,8710.39,0,0,43706.29,0,0,0.0,0,0,0,561.1808873720136,0.0,0.0,561.1808873720136,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,RtS,Ex,CZ15,cDXOH,0,Each,1.0,16002.597952576001,162777.33999999997,44599.63,0,24440.79,0.0,49547.92,0,0,44185.64,0,0,0.0,0,0,0,453.5890784982935,0.0,0.0,453.5890784982935,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,RtS,Ex,CZ14,cDXOH,0,Each,1.0,16002.597952576001,135343.26999999996,44599.63,0,24440.79,0.0,25811.38,0,0,40488.11,0,0,0.0,0,0,0,512.9853242320819,0.0,0.0,512.9853242320819,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,RtS,Ex,CZ13,cDXOH,0,Each,1.0,16002.597952576001,137958.37,44599.63,0,24440.79,0.0,27643.95,0,0,41270.64,0,0,0.0,0,0,0,503.80546075085323,0.0,0.0,503.80546075085323,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,RtS,Ex,CZ12,cDXOH,0,Each,1.0,16002.597952576001,125638.96,44599.63,0,24440.79,0.0,18086.78,0,0,38508.4,0,0,0.0,0,0,0,525.6696245733789,0.0,0.0,525.6696245733789,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,RtS,Ex,CZ11,cDXOH,0,Each,1.0,16002.597952576001,137162.34,44599.63,0,24440.79,0.0,26337.4,0,0,41781.16,0,0,0.0,0,0,0,510.4146757679181,0.0,0.0,510.4146757679181,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,RtS,Ex,CZ10,cDXOH,0,Each,1.0,16002.597952576001,135616.93,44599.63,0,24440.79,0.0,25290.18,0,0,41282.97,0,0,0.0,0,0,0,502.2436860068259,0.0,0.0,502.2436860068259,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,RtS,Ex,CZ09,cDXOH,0,Each,1.0,16002.597952576001,130874.46999999999,44599.63,0,24440.79,0.0,21907.85,0,0,39922.84,0,0,0.0,0,0,0,506.35153583617745,0.0,0.0,506.35153583617745,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,RtS,Ex,CZ08,cDXOH,0,Each,1.0,16002.597952576001,128373.54,44599.63,0,24440.79,0.0,21161.49,0,0,38168.27,0,0,0.0,0,0,0,504.0348122866894,0.0,0.0,504.0348122866894,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,RtS,Ex,CZ07,cDXOH,0,Each,1.0,16002.597952576001,117643.45,44599.63,0,24440.79,0.0,13308.14,0,0,35291.53,0,0,0.0,0,0,0,510.8119453924915,0.0,0.0,510.8119453924915,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,RtS,Ex,CZ06,cDXOH,0,Each,1.0,16002.597952576001,115891.26,44599.63,0,24440.79,0.0,12264.05,0,0,34583.43,0,0,0.0,0,0,0,514.221843003413,0.0,0.0,514.221843003413,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,RtS,Ex,CZ05,cDXOH,0,Each,1.0,16002.597952576001,110550.5,44599.63,0,24440.79,0.0,5831.27,0,0,35675.45,0,0,0.0,0,0,0,542.6320819112628,0.0,0.0,542.6320819112628,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,RtS,Ex,CZ04,cDXOH,0,Each,1.0,16002.597952576001,127290.90999999999,44599.63,0,24440.79,0.0,18439.73,0,0,39807.4,0,0,0.0,0,0,0,530.8467576791809,0.0,0.0,530.8467576791809,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,RtS,Ex,CZ03,cDXOH,0,Each,1.0,16002.597952576001,107979.12999999999,44599.63,0,24440.79,0.0,4414.12,0,0,34521.23,0,0,0.0,0,0,0,540.9754266211604,0.0,0.0,540.9754266211604,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,RtS,Ex,CZ02,cDXOH,0,Each,1.0,16002.597952576001,117877.52,44599.63,0,24440.79,0.0,10749.33,0,0,38084.41,0,0,0.0,0,0,0,545.0068259385665,0.0,0.0,545.0068259385665,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXOH-2SpClgHtg-Cnst,None,RtS,Ex,CZ01,cDXOH,0,Each,1.0,16002.597952576001,99426.83,44599.63,0,24440.79,0.0,357.0,0,0,30026.05,0,0,0.0,0,0,0,569.3047781569966,0.0,0.0,569.3047781569966,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,RtS,Ex,CZ16,cDXHP,0,Each,1.0,16002.597952576001,124752.83999999998,44599.63,0,24440.79,5177.99,8734.83,0,0,41796.24,0,0,0.0,0,0,0,561.1839590443685,0.0,0.0,561.1839590443685,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,RtS,Ex,CZ15,cDXHP,0,Each,1.0,16002.597952576001,164532.15,44599.63,0,24440.79,209.2,51129.32,0,0,44149.85,0,0,0.0,0,0,0,453.5890784982935,0.0,0.0,453.5890784982935,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,RtS,Ex,CZ14,cDXHP,0,Each,1.0,16002.597952576001,137918.09,44599.63,0,24440.79,1981.56,26808.74,0,0,40084.01,0,0,0.0,0,0,0,512.9849829351535,0.0,0.0,512.9849829351535,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,RtS,Ex,CZ13,cDXHP,0,Each,1.0,16002.597952576001,140347.90999999997,44599.63,0,24440.79,2352.78,28606.82,0,0,40344.53,0,0,0.0,0,0,0,503.803071672355,0.0,0.0,503.803071672355,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,RtS,Ex,CZ12,cDXHP,0,Each,1.0,16002.597952576001,128040.45,44599.63,0,24440.79,2873.7,18595.55,0,0,37527.42,0,0,0.0,0,0,0,525.6692832764505,0.0,0.0,525.6692832764505,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,RtS,Ex,CZ11,cDXHP,0,Each,1.0,16002.597952576001,139939.93,44599.63,0,24440.79,2905.89,27243.39,0,0,40746.87,0,0,0.0,0,0,0,510.42081911262795,0.0,0.0,510.42081911262795,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,RtS,Ex,CZ10,cDXHP,0,Each,1.0,16002.597952576001,137171.80999999997,44599.63,0,24440.79,866.67,26059.43,0,0,41201.93,0,0,0.0,0,0,0,502.2436860068259,0.0,0.0,502.2436860068259,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,RtS,Ex,CZ09,cDXHP,0,Each,1.0,16002.597952576001,132133.27999999997,44599.63,0,24440.79,704.69,22501.0,0,0,39883.81,0,0,0.0,0,0,0,506.35153583617745,0.0,0.0,506.35153583617745,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,RtS,Ex,CZ08,cDXHP,0,Each,1.0,16002.597952576001,129563.12999999999,44599.63,0,24440.79,491.68,21863.86,0,0,38163.81,0,0,0.0,0,0,0,504.0348122866894,0.0,0.0,504.0348122866894,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,RtS,Ex,CZ07,cDXHP,0,Each,1.0,16002.597952576001,117956.98,44599.63,0,24440.79,341.54,13280.13,0,0,35291.53,0,0,0.0,0,0,0,510.81228668941975,0.0,0.0,510.81228668941975,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,RtS,Ex,CZ06,cDXHP,0,Each,1.0,16002.597952576001,116062.47,44599.63,0,24440.79,397.82,12039.18,0,0,34581.69,0,0,0.0,0,0,0,514.221843003413,0.0,0.0,514.221843003413,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,RtS,Ex,CZ05,cDXHP,0,Each,1.0,16002.597952576001,112063.84,44599.63,0,24440.79,1501.66,5993.45,0,0,35524.95,0,0,0.0,0,0,0,542.6351535836177,0.0,0.0,542.6351535836177,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,RtS,Ex,CZ04,cDXHP,0,Each,1.0,16002.597952576001,130020.34999999999,44599.63,0,24440.79,2571.72,19085.61,0,0,39319.24,0,0,0.0,0,0,0,530.8467576791809,0.0,0.0,530.8467576791809,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,RtS,Ex,CZ03,cDXHP,0,Each,1.0,16002.597952576001,109537.01,44599.63,0,24440.79,1742.3,4481.89,0,0,34269.04,0,0,0.0,0,0,0,540.975085324232,0.0,0.0,540.975085324232,1,1,2026-06-10 17:41:22.494414
NE-HV_AirDist-SupFanMtr-cDXHP-2SpClgHtg-Cnst,None,RtS,Ex,CZ02,cDXHP,0,Each,1.0,16002.597952576001,120483.39999999998,44599.63,0,24440.79,3226.96,11047.92,0,0,37164.74,0,0,0.0,0,0,0,545.0064846416383,0.0,0.0,545.0064846416383,1,1,2026-06-10 17:41:22.494414
